,Region,Date,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area,Regional
502,Rajasthan,2019-11-30,14.3,5306715.0,40.73,Urban,North
503,Rajasthan,2019-12-31,18.04,5109481.0,40.9,Urban,North
504,Rajasthan,2020-01-31,10.97,20641716.0,40.51,Urban,North
505,Rajasthan,2020-02-29,15.16,20328915.0,41.77,Urban,North
506,Rajasthan,2020-03-31,11.9,20024680.0,39.54,Urban,North
507,Rajasthan,2020-04-30,17.7,15984142.0,33.71,Urban,North
508,Rajasthan,2020-05-31,15.74,19826602.0,40.74,Urban,North
509,Rajasthan,2020-06-30,14.39,20506612.0,41.38,Urban,North
510,Rajasthan,2020-07-31,15.81,19932393.0,40.8,Urban,North
511,Rajasthan,2020-08-31,17.51,20014060.0,41.71,Urban,North
512,Rajasthan,2020-09-30,15.35,20149594.0,40.83,Urban,North
513,Rajasthan,2020-10-31,24.15,19908808.0,44.92,Urban,North
514,Sikkim,2019-10-31,5.48,146688.0,44.06,Rural,Northeast
515,Sikkim,2019-11-30,13.11,162426.0,53.04,Rural,Northeast
516,Sikkim,2019-12-31,1.0,161647.0,46.3,Rural,Northeast
517,Sikkim,2019-05-31,8.2,89587.0,48.61,Urban,Northeast
518,Sikkim,2019-06-30,7.76,89702.0,48.13,Urban,Northeast
519,Sikkim,2019-07-31,2.56,108334.0,54.67,Urban,Northeast
520,Sikkim,2019-08-31,4.82,90850.0,46.63,Urban,Northeast
521,Sikkim,2019-09-30,4.81,89450.0,45.61,Urban,Northeast
522,Sikkim,2019-10-31,9.68,87974.0,46.97,Urban,Northeast
523,Sikkim,2019-11-30,4.04,107751.0,53.8,Urban,Northeast
524,Sikkim,2019-12-31,7.37,88035.0,45.24,Urban,Northeast
525,Sikkim,2020-03-31,23.57,262895.0,60.59,Urban,Northeast
526,Sikkim,2020-04-30,2.28,215303.0,38.7,Urban,Northeast
527,Sikkim,2020-05-31,24.51,193427.0,44.88,Urban,Northeast
528,Sikkim,2020-06-30,4.46,221058.0,40.4,Urban,Northeast
529,Sikkim,2020-07-31,4.45,265175.0,48.32,Urban,Northeast
530,Sikkim,2020-08-31,12.49,244462.0,48.49,Urban,Northeast
531,Sikkim,2020-09-30,5.7,231798.0,42.54,Urban,Northeast
532,Sikkim,2020-10-31,0.88,242068.0,42.13,Urban,Northeast
533,Tamil Nadu,2019-05-31,0.97,15844698.0,49.44,Rural,South
534,Tamil Nadu,2019-06-30,0.92,16375303.0,50.99,Rural,South
535,Tamil Nadu,2019-07-31,6.01,16455928.0,53.94,Rural,South
536,Tamil Nadu,2019-08-31,2.91,16463931.0,52.17,Rural,South
537,Tamil Nadu,2019-09-30,1.71,14595441.0,45.62,Rural,South
538,Tamil Nadu,2019-10-31,1.46,15595647.0,48.55,Rural,South
539,Tamil Nadu,2019-11-30,2.46,16223430.0,50.95,Rural,South
540,Tamil Nadu,2019-12-31,3.73,15356938.0,48.8,Rural,South
541,Tamil Nadu,2019-05-31,0.89,11798080.0,37.31,Urban,South
542,Tamil Nadu,2019-06-30,1.56,12318745.0,39.16,Urban,South
543,Tamil Nadu,2019-07-31,3.18,12054414.0,38.89,Urban,South
544,Tamil Nadu,2019-08-31,9.53,11933093.0,41.13,Urban,South
545,Tamil Nadu,2019-09-30,1.86,11902824.0,37.76,Urban,South
546,Tamil Nadu,2019-10-31,1.13,12223948.0,38.42,Urban,South
547,Tamil Nadu,2019-11-30,2.65,11729952.0,37.38,Urban,South
548,Tamil Nadu,2019-12-31,8.05,12260389.0,41.29,Urban,South
549,Tamil Nadu,2020-01-31,1.57,26881641.0,41.96,Urban,South
550,Tamil Nadu,2020-02-29,2.09,27570589.0,43.2,Urban,South
551,Tamil Nadu,2020-03-31,6.4,26830768.0,43.91,Urban,South
552,Tamil Nadu,2020-04-30,49.83,9719167.0,29.63,Urban,South
553,Tamil Nadu,2020-05-31,33.16,11483256.0,26.23,Urban,South
554,Tamil Nadu,2020-06-30,12.2,19096847.0,33.16,Urban,South
555,Tamil Nadu,2020-07-31,6.81,24572827.0,40.13,Urban,South
556,Tamil Nadu,2020-08-31,2.65,27046415.0,42.22,Urban,South
557,Tamil Nadu,2020-09-30,5.0,23025845.0,36.77,Urban,South
558,Tamil Nadu,2020-10-31,2.16,23651626.0,36.62,Urban,South
559,Telangana,2019-05-31,2.23,11053353.0,61.74,Rural,South
560,Telangana,2019-06-30,5.92,10728822.0,62.19,Rural,South
561,Telangana,2019-07-31,2.45,11538688.0,64.4,Rural,South
562,Telangana,2019-08-31,1.4,10743959.0,59.23,Rural,South
563,Telangana,2019-09-30,5.49,12636415.0,72.57,Rural,South
564,Telangana,2019-10-31,7.29,11375354.0,66.49,Rural,South
565,Telangana,2019-11-30,6.47,11265828.0,65.17,Rural,South
566,Telangana,2019-12-31,1.35,11068056.0,60.61,Rural,South
567,Telangana,2019-05-31,1.52,5560649.0,44.59,Urban,South
568,Telangana,2019-06-30,1.43,5683349.0,45.43,Urban,South
569,Telangana,2019-07-31,3.73,5432503.0,44.36,Urban,South
570,Telangana,2019-08-31,4.19,5544693.0,45.39,Urban,South
571,Telangana,2019-09-30,6.19,5668785.0,47.28,Urban,South
572,Telangana,2019-10-31,6.74,5318341.0,44.51,Urban,South
573,Telangana,2019-11-30,5.23,5338119.0,43.87,Urban,South
574,Telangana,2019-12-31,4.22,5317782.0,43.13,Urban,South
575,Telangana,2020-01-31,5.49,17609295.0,59.25,Urban,South
576,Telangana,2020-02-29,8.29,16825970.0,58.24,Urban,South
577,Telangana,2020-03-31,5.77,17341613.0,58.31,Urban,South
578,Telangana,2020-04-30,6.25,12172230.0,41.06,Urban,South
579,Telangana,2020-05-31,14.7,14977774.0,55.43,Urban,South
580,Telangana,2020-06-30,10.55,15108910.0,53.22,Urban,South
581,Telangana,2020-07-31,5.36,15679417.0,52.1,Urban,South
582,Telangana,2020-08-31,5.79,18185429.0,60.59,Urban,South
583,Telangana,2020-09-30,3.27,16961448.0,54.94,Urban,South
584,Telangana,2020-10-31,2.86,17578739.0,56.58,Urban,South
585,Tripura,2019-05-31,29.25,1019549.0,64.47,Rural,Northeast
586,Tripura,2019-06-30,26.64,1107013.0,67.4,Rural,Northeast
587,Tripura,2019-07-31,22.47,1052597.0,60.54,Rural,Northeast
588,Tripura,2019-08-31,25.49,975501.0,58.29,Rural,Northeast
589,Tripura,2019-09-30,30.23,1034408.0,65.9,Rural,Northeast
590,Tripura,2019-10-31,27.54,1113764.0,68.21,Rural,Northeast
591,Tripura,2019-11-30,25.25,1084633.0,64.29,Rural,Northeast
592,Tripura,2019-12-31,26.53,1046878.0,63.02,Rural,Northeast
593,Tripura,2019-05-31,34.69,423127.0,69.5,Urban,Northeast
594,Tripura,2019-06-30,25.59,408738.0,58.8,Urban,Northeast
595,Tripura,2019-07-31,25.81,410583.0,59.1,Urban,Northeast
596,Tripura,2019-08-31,33.45,368977.0,59.07,Urban,Northeast
597,Tripura,2019-09-30,33.57,418043.0,66.9,Urban,Northeast
598,Tripura,2019-10-31,26.67,414808.0,60.0,Urban,Northeast
599,Tripura,2019-11-30,27.15,427700.0,62.14,Urban,Northeast
600,Tripura,2019-12-31,33.48,399427.0,63.41,Urban,Northeast
601,Tripura,2020-01-31,32.67,1508130.0,69.69,Urban,Northeast
602,Tripura,2020-02-29,28.4,1584686.0,68.74,Urban,Northeast
603,Tripura,2020-03-31,29.95,1511217.0,66.89,Urban,Northeast
604,Tripura,2020-04-30,41.23,971514.0,51.16,Urban,Northeast
605,Tripura,2020-05-31,21.51,1290986.0,50.81,Urban,Northeast
606,Tripura,2020-06-30,21.71,1494140.0,58.85,Urban,Northeast
607,Tripura,2020-07-31,18.24,1348849.0,50.78,Urban,Northeast
608,Tripura,2020-08-31,27.92,1318621.0,56.21,Urban,Northeast
609,Tripura,2020-09-30,17.35,1368244.0,50.77,Urban,Northeast
610,Tripura,2020-10-31,11.57,1576529.0,54.58,Urban,Northeast
611,Uttar Pradesh,2019-05-31,10.26,43287808.0,39.96,Rural,North
612,Uttar Pradesh,2019-06-30,11.13,42276572.0,39.32,Rural,North
613,Uttar Pradesh,2019-07-31,9.19,42697000.0,38.78,Rural,North
614,Uttar Pradesh,2019-08-31,11.47,43298746.0,40.24,Rural,North
615,Uttar Pradesh,2019-09-30,6.45,44198762.0,38.79,Rural,North
616,Uttar Pradesh,2019-10-31,10.18,42833265.0,39.07,Rural,North
617,Uttar Pradesh,2019-11-30,6.94,43261530.0,38.01,Rural,North
618,Uttar Pradesh,2019-12-31,8.43,44640087.0,39.77,Rural,North
619,Uttar Pradesh,2019-05-31,14.4,13391244.0,40.43,Urban,North
620,Uttar Pradesh,2019-06-30,11.62,13624452.0,39.75,Urban,North
621,Uttar Pradesh,2019-07-31,11.8,13862431.0,40.43,Urban,North
622,Uttar Pradesh,2019-08-31,14.73,13580241.0,40.87,Urban,North
623,Uttar Pradesh,2019-09-30,13.58,13522970.0,40.07,Urban,North
624,Uttar Pradesh,2019-10-31,10.35,13938303.0,39.71,Urban,North
625,Uttar Pradesh,2019-11-30,11.31,14128888.0,40.6,Urban,North
626,Uttar Pradesh,2019-12-31,12.37,13857200.0,40.21,Urban,North
627,Uttar Pradesh,2020-01-31,7.58,59433759.0,39.63,Urban,North
628,Uttar Pradesh,2020-02-29,8.98,58060531.0,39.23,Urban,North
629,Uttar Pradesh,2020-03-31,10.11,56976338.0,38.89,Urban,North
630,Uttar Pradesh,2020-04-30,21.54,50915056.0,39.73,Urban,North
631,Uttar Pradesh,2020-05-31,20.41,49801902.0,38.22,Urban,North
632,Uttar Pradesh,2020-06-30,9.47,55380649.0,37.29,Urban,North
633,Uttar Pradesh,2020-07-31,5.56,56201654.0,36.19,Urban,North
634,Uttar Pradesh,2020-08-31,5.79,55831744.0,35.96,Urban,North
635,Uttar Pradesh,2020-09-30,4.18,56106836.0,35.45,Urban,North
636,Uttar Pradesh,2020-10-31,3.75,56539521.0,35.49,Urban,North
637,Uttarakhand,2019-05-31,1.63,2108044.0,37.47,Rural,North
638,Uttarakhand,2019-06-30,4.65,2021553.0,37.01,Rural,North
639,Uttarakhand,2019-07-31,5.74,2000524.0,36.97,Rural,North
640,Uttarakhand,2019-08-31,6.11,1911380.0,35.39,Rural,North
641,Uttarakhand,2019-09-30,3.47,2157845.0,38.79,Rural,North
642,Uttarakhand,2019-10-31,4.83,2027662.0,36.9,Rural,North
643,Uttarakhand,2019-11-30,5.56,2007113.0,36.73,Rural,North
644,Uttarakhand,2019-12-31,4.52,1947566.0,35.19,Rural,North
645,Uttarakhand,2019-05-31,9.17,676797.0,26.33,Urban,North
646,Uttarakhand,2019-06-30,4.69,906889.0,33.54,Urban,North
647,Uttarakhand,2019-07-31,6.94,859900.0,32.48,Urban,North
648,Uttarakhand,2019-08-31,7.43,823967.0,31.21,Urban,North
649,Uttarakhand,2019-09-30,9.62,711150.0,27.51,Urban,North
650,Uttarakhand,2019-10-31,4.72,925174.0,33.87,Urban,North
651,Uttarakhand,2019-11-30,6.34,904903.0,33.61,Urban,North
652,Uttarakhand,2019-12-31,7.39,844779.0,31.65,Urban,North
653,Uttarakhand,2020-01-31,5.49,2711639.0,32.99,Urban,North
654,Uttarakhand,2020-02-29,4.99,3020931.0,36.48,Urban,North
655,Uttarakhand,2020-03-31,19.85,2539302.0,36.27,Urban,North
656,Uttarakhand,2020-04-30,6.48,2720115.0,33.23,Urban,North
657,Uttarakhand,2020-05-31,8.01,2694072.0,33.38,Urban,North
658,Uttarakhand,2020-06-30,8.61,2656071.0,33.06,Urban,North
659,Uttarakhand,2020-07-31,12.38,2938552.0,38.07,Urban,North
660,Uttarakhand,2020-08-31,14.26,2717528.0,35.9,Urban,North
661,Uttarakhand,2020-09-30,22.26,2695230.0,39.18,Urban,North
662,Uttarakhand,2020-10-31,9.23,2739309.0,34.03,Urban,North
663,West Bengal,2019-05-31,6.02,23452875.0,46.41,Rural,East
664,West Bengal,2019-06-30,5.85,25543465.0,50.36,Rural,East
665,West Bengal,2019-07-31,5.62,24857807.0,48.78,Rural,East
666,West Bengal,2019-08-31,5.58,24924827.0,48.79,Rural,East
667,West Bengal,2019-09-30,5.26,25610773.0,49.87,Rural,East
668,West Bengal,2019-10-31,6.78,24353018.0,48.09,Rural,East
669,West Bengal,2019-11-30,5.83,25630359.0,50.0,Rural,East
670,West Bengal,2019-12-31,5.79,24906239.0,48.47,Rural,East
671,West Bengal,2019-05-31,7.25,11306177.0,46.37,Urban,East
672,West Bengal,2019-06-30,7.38,10611498.0,43.51,Urban,East
673,West Bengal,2019-07-31,7.91,10779829.0,44.38,Urban,East
674,West Bengal,2019-08-31,7.27,11456493.0,46.77,Urban,East
675,West Bengal,2019-09-30,7.79,11158649.0,45.74,Urban,East
676,West Bengal,2019-10-31,7.83,10563686.0,43.25,Urban,East
677,West Bengal,2019-11-30,6.61,10768462.0,43.44,Urban,East
678,West Bengal,2019-12-31,7.24,11335696.0,45.97,Urban,East
679,West Bengal,2020-01-31,6.94,35820789.0,47.35,Urban,East
680,West Bengal,2020-02-29,4.92,36964178.0,47.74,Urban,East
681,West Bengal,2020-03-31,6.92,35903917.0,47.27,Urban,East
682,West Bengal,2020-04-30,17.41,26938836.0,39.9,Urban,East
683,West Bengal,2020-05-31,17.41,28356675.0,41.92,Urban,East
684,West Bengal,2020-06-30,7.29,30726310.0,40.39,Urban,East
685,West Bengal,2020-07-31,6.83,35372506.0,46.17,Urban,East
686,West Bengal,2020-08-31,14.87,33298644.0,47.48,Urban,East
687,West Bengal,2020-09-30,9.35,35707239.0,47.73,Urban,East
688,West Bengal,2020-10-31,9.98,33962549.0,45.63,Urban,East
689,Chandigarh,2019-05-31,18.35,348042.0,44.89,Urban,North
690,Chandigarh,2019-06-30,12.4,337145.0,40.44,Urban,North
691,Chandigarh,2019-07-31,21.8,294379.0,39.47,Urban,North
692,Chandigarh,2019-08-31,9.52,328282.0,37.95,Urban,North
693,Chandigarh,2019-09-30,20.14,327239.0,42.77,Urban,North
694,Chandigarh,2019-10-31,13.99,330856.0,40.06,Urban,North
695,Chandigarh,2019-11-30,22.05,289593.0,38.6,Urban,North
696,Chandigarh,2019-12-31,8.33,311146.0,35.19,Urban,North
